"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_24461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24463",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24464",16,3,0,5,72,43,0,5,1,22,2,0,1,17,0,3
"ASV_24467",0,257,0,0,384,0,0,0,1,0,0,1171,37,0,1,0
"ASV_24468",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24469",0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,3
"ASV_24470",267,0,93,6,0,7,206,119,18,0,26,0,0,1,621,425
"ASV_24472",0,1455,9,42,0,0,3,4,50,1,2,0,0,0,0,29
"ASV_24473",0,4,1,0,0,0,0,0,31,0,0,0,0,0,0,0
"ASV_24474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_24476",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24477",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ASV_24481",0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0
"ASV_24483",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24486",150,57,29,47,103,290,61,57,6,56,57,84,56,115,17,58
"ASV_24487",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24489",0,2,0,0,0,0,0,7,8,0,0,5,0,0,314,0
"ASV_24491",0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"ASV_24494",0,16,0,0,1,1,221,3,723,7,0,0,0,0,257,0
"ASV_24497",0,0,1,3904,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24510",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24511",0,219,3,0,60,0,0,0,2138,0,0,0,0,2,0,0
"ASV_24514",69,24,8,24,24,56,36,12,11,20,19,0,13,42,19,13
"ASV_24516",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ASV_24519",43,25,6,42,30,67,12,2,25,37,19,0,13,34,45,3
"ASV_24520",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24525",2,0,0,0,0,0,0,0,2377,1,0,0,0,0,0,0
"ASV_24528",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24531",0,0,0,0,0,0,0,0,23,0,0,0,2239,0,1,0
"ASV_24533",2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24535",1,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0
"ASV_24536",71,175,87,9,0,0,132,120,10,0,4,83,1,8,490,312
"ASV_24537",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ASV_24538",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24539",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24540",0,0,28,62,0,0,0,0,0,0,7,0,2,2,0,0
"ASV_24543",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_24545",0,0,27,25,0,0,0,76,0,0,1,0,0,0,0,0
"ASV_24550",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_24553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24555",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24557",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24558",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24565",0,43,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"ASV_24566",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_24567",0,119,0,0,84,8,57,7,35,66,32,0,37,2,18,0
"ASV_24568",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24569",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24570",18,15,2,0,0,11,2,5,19,118,0,0,0,3,0,0
"ASV_24572",12,315,8,0,0,1,5,0,558,0,0,0,0,0,0,14
"ASV_24575",235,0,44,36,0,16,0,1,0,0,5,35,15,21,0,139
"ASV_24576",0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0
"ASV_24577",110,0,66,37,5,3,0,20,0,0,7,32,6,3,2,77
"ASV_24583",0,0,0,0,0,0,0,0,1169,233,0,0,0,0,0,0
"ASV_24584",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_24589",489,0,32,36,0,2,0,13,0,0,6,0,10,9,0,29
"ASV_24591",708,0,0,45,0,28,0,0,0,0,0,0,45,11,0,0
"ASV_24595",0,4,0,0,5,0,0,0,0,0,0,1262,0,0,0,0
"ASV_24597",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_24603",141,0,53,101,23,8,0,13,0,0,27,0,24,17,0,22
"ASV_24605",1,0,63,1,0,30,118,0,0,0,0,0,0,0,7,4
"ASV_24606",3,1183,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV_24608",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24609",0,665,0,0,0,0,0,0,124,1,0,0,0,0,0,0
"ASV_24610",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"ASV_24611",4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24612",0,5,18,8,96,27,54,13,54,0,4,0,1,15,0,113
"ASV_24613",25,0,56,14,0,3,61,30,0,1,1,0,9,8,8,17
"ASV_24614",1,3,0,0,1,0,0,1,29,0,0,0,0,0,0,0
"ASV_24625",0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"ASV_24626",0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0
"ASV_24630",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24631",0,874,0,0,0,1,0,0,1,3,0,0,110,0,0,0
"ASV_24633",0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,5
"ASV_24640",291,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_24641",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_24644",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24645",0,0,17,29,1,1,21,33,1,0,0,3,0,1,7,37
"ASV_24649",0,0,0,0,0,0,0,0,0,1,0,0,981,0,0,0
"ASV_24651",12,10,0,18,0,0,257,0,0,0,17,0,0,0,87,66
"ASV_24652",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24653",24,4,7,2,0,0,0,0,503,299,0,0,0,0,1,14
"ASV_24657",7,1,0,3,5,17,0,0,1,5,1,0,1,2,1,0
"ASV_24661",264,20,49,21,0,10,140,63,0,0,14,1,0,0,87,6
"ASV_24662",0,0,0,0,0,0,904,0,0,0,0,0,0,0,0,0
"ASV_24663",0,0,0,0,908,0,0,0,0,0,0,0,0,0,0,0
"ASV_24666",0,162,0,0,0,0,0,0,303,431,0,0,0,0,0,0
"ASV_24667",0,0,0,197,0,0,112,0,0,41,0,0,0,0,0,0
"ASV_24669",1,2,3,3,0,2,8,16,0,0,2,12,0,1,1,15
"ASV_24677",0,7,0,14,26,0,0,3,2,772,0,0,0,0,0,1
"ASV_24679",0,577,0,0,0,0,0,1,110,0,0,0,0,0,0,0
"ASV_24680",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_24685",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24687",8,56,16,0,7,2,67,21,17,0,0,0,0,0,6,11
"ASV_24688",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24691",0,101,1,0,0,0,0,1,579,13,0,0,0,0,0,0
"ASV_24692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_24693",0,6,0,0,0,0,0,0,0,25,12,0,0,0,0,0
"ASV_24694",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_24697",0,665,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"ASV_24698",0,0,0,0,0,0,0,0,0,463,15,0,0,0,0,0
"ASV_24701",0,0,0,3,0,3,0,58,0,0,0,0,0,8,0,0
"ASV_24702",0,3,0,0,5,0,0,0,0,0,0,674,0,0,0,0
"ASV_24705",0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0
"ASV_24706",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24707",0,431,0,0,0,0,0,0,292,0,0,0,0,0,0,0
"ASV_24708",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24710",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24713",0,2,0,0,0,0,0,0,696,1,0,0,0,3,0,0
"ASV_24722",19,28,8,2,0,4,44,30,2,0,0,5,5,4,63,30
"ASV_24723",0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0
"ASV_24727",0,14,47,0,0,0,264,33,8,0,0,0,0,0,30,0
"ASV_24732",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24734",0,0,10,6,0,2,69,23,3,6,12,1,2,5,31,16
"ASV_24736",296,0,18,22,0,9,0,0,0,0,9,0,3,0,0,0
"ASV_24740",0,22,0,0,0,0,0,0,6,21,0,0,0,0,0,0
"ASV_24741",609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24742",0,18,2,6,0,0,0,2,563,0,0,0,0,0,0,0
"ASV_24743",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ASV_24747",7,0,16,2,0,0,1,23,0,0,2,170,1,0,0,26
"ASV_24749",3,5,4,17,3,3,8,15,0,0,12,4,3,5,16,11
"ASV_24752",1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24756",11,166,0,13,0,0,2,0,0,61,3,0,0,0,1,0
"ASV_24757",250,0,0,21,0,17,0,21,0,0,0,0,3,0,0,0
"ASV_24761",0,0,21,17,0,0,0,0,0,0,1,0,6,0,0,197
"ASV_24763",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24764",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_24765",40,0,6,0,0,0,1,12,0,0,0,0,0,7,0,23
"ASV_24767",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24770",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24774",2,1,0,2,0,3,3,4,0,0,2,0,1,2,7,6
"ASV_24777",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_24790",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24792",0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0
"ASV_24800",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24805",66,0,13,21,0,2,1,1,0,0,0,0,0,0,5,5
"ASV_24806",0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"ASV_24816",22,0,3,15,10,21,4,6,0,0,1,0,1,0,0,33
"ASV_24817",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24819",0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0
"ASV_24821",0,0,0,0,0,1,1,3,0,0,1,0,1,4,1,370
"ASV_24823",0,384,0,0,1,0,0,0,23,0,0,3,0,0,0,0
"ASV_24824",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24826",0,2,0,0,0,0,0,0,413,0,0,0,0,0,0,0
"ASV_24831",0,0,3,1,0,0,0,0,0,0,1,0,3,0,0,5
"ASV_24834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
"ASV_24848",0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0
"ASV_24850",0,0,0,0,0,0,4,0,9,0,0,0,0,0,2,0
"ASV_24854",0,0,0,0,0,0,0,0,0,383,2,0,0,0,0,0
"ASV_24856",4,0,14,5,0,11,0,10,0,0,0,0,5,8,1,8
"ASV_24862",6,0,13,0,0,0,5,30,0,0,2,8,0,1,4,14
"ASV_24863",1,0,0,2,0,4,1,2,0,1,1,0,0,1,1,0
"ASV_24866",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24870",9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24874",0,0,11,0,0,0,0,24,0,0,0,0,0,0,0,0
"ASV_24875",0,0,1,26,0,28,0,0,0,0,3,0,3,8,5,2
"ASV_24877",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2
"ASV_24880",49,0,12,5,0,0,6,17,0,0,1,0,4,1,4,26
"ASV_24888",0,0,0,0,2,0,0,0,0,28,183,0,127,1,0,0
"ASV_24892",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24894",0,266,0,0,0,0,0,0,83,0,0,0,0,0,0,0
"ASV_24895",0,0,0,0,4,0,330,0,0,1,0,0,0,0,0,0
"ASV_24897",0,0,0,0,23,22,0,0,0,4,4,0,9,3,0,0
"ASV_24898",0,0,5,0,0,0,0,0,323,0,0,0,0,0,0,3
"ASV_24902",0,0,115,0,0,0,0,80,0,0,0,0,0,0,0,0
"ASV_24903",80,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_24905",0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,1
"ASV_24906",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ASV_24909",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_24910",28,18,15,0,0,1,12,15,0,0,0,0,4,9,1,10
"ASV_24914",0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24915",0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0
"ASV_24919",0,0,0,0,0,0,0,0,0,281,1,0,0,0,0,0
"ASV_24927",9,0,0,0,48,13,0,0,0,4,1,0,4,14,0,0
"ASV_24929",0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24941",0,0,0,0,0,88,0,1,0,0,0,0,0,5,0,0
"ASV_24942",0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0
"ASV_24944",0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1
"ASV_24950",3,16,0,0,0,0,0,0,235,0,0,0,0,0,0,1
"ASV_24951",0,0,0,9,8,32,1,2,1,22,2,0,2,7,1,1
"ASV_24952",0,5,3,6,0,0,4,1,0,0,0,0,0,0,5,0
"ASV_24955",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24958",0,0,0,2,0,0,0,0,0,289,4,0,1,0,0,0
"ASV_24961",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24962",1,0,4,0,0,0,2,2,0,0,0,0,0,1,2,254
"ASV_24967",0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24968",0,265,0,0,0,0,0,0,17,0,0,0,0,0,0,0
"ASV_24972",0,14,0,0,0,0,0,0,19,1,0,132,0,0,0,0
"ASV_24975",0,7,0,0,0,0,0,0,10,15,0,0,0,0,0,0
"ASV_24981",0,0,0,1,0,14,3,1,0,12,1,0,1,2,0,1
"ASV_24983",0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0
"ASV_24985",2,0,0,5,0,0,0,0,234,11,2,0,0,1,0,4
"ASV_24991",1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,56
"ASV_24992",76,0,0,15,0,2,0,0,0,0,0,0,0,1,0,0
"ASV_24994",0,0,27,0,0,0,0,16,0,0,0,0,0,0,0,0
"ASV_24995",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_24996",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
"ASV_24998",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_25004",0,0,0,0,10,0,0,0,0,0,0,0,4,4,0,0
"ASV_25005",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_25012",0,0,27,2,0,24,0,0,0,0,0,0,0,0,0,0
"ASV_25013",0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25014",14,16,1,0,0,0,4,0,188,3,0,0,0,0,0,0
"ASV_25017",0,43,0,0,0,0,0,0,168,0,0,0,0,0,0,2
"ASV_25018",0,0,21,13,0,0,0,0,0,0,2,0,0,4,3,7
"ASV_25020",60,0,8,17,0,9,1,1,0,0,0,0,0,5,0,0
"ASV_25023",0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_25026",7,40,14,0,0,0,13,17,0,0,0,0,0,0,34,15
"ASV_25034",0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0
"ASV_25039",4,127,5,0,0,0,0,0,11,44,0,0,0,0,0,0
"ASV_25044",2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_25046",0,2,2,0,0,0,0,0,134,75,0,0,0,0,0,2
"ASV_25047",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_25049",0,0,10,5,25,0,0,14,0,0,4,0,1,6,0,0
"ASV_25053",0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_25054",216,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25059",1,32,4,1,0,4,48,7,1,0,1,3,5,3,48,5
"ASV_25060",0,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0
"ASV_25061",0,2,0,0,0,0,0,0,224,0,0,0,0,0,0,0
"ASV_25062",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_25064",2,5,1,0,0,9,32,7,0,0,0,0,0,0,14,21
"ASV_25068",0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0
"ASV_25075",0,1,0,0,0,0,0,0,219,0,0,0,0,0,0,0
"ASV_25078",6,0,1,2,14,3,3,2,2,0,0,0,0,0,2,16
"ASV_25081",0,205,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV_25086",0,0,45,0,0,0,2,0,0,0,0,0,0,1,0,13
"ASV_25091",10,0,0,0,0,2,7,0,0,0,2,0,0,3,16,26
"ASV_25101",0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0
"ASV_25104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_25108",10,0,8,0,0,0,0,0,0,0,5,0,0,0,0,3
"ASV_25116",0,50,0,0,0,0,0,0,51,0,0,0,0,0,0,0
"ASV_25117",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_25120",1,0,0,0,8,0,0,7,0,0,0,2,0,0,0,0
"ASV_25126",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25130",0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25133",0,90,1,0,0,0,0,0,105,0,0,0,0,0,0,0
"ASV_25134",1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_25136",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_25138",0,0,0,0,4,0,0,0,0,67,2,0,2,0,0,0
"ASV_25142",6,0,1,9,2,10,8,6,0,0,11,1,40,31,10,0
"ASV_25143",0,38,0,0,0,0,0,0,61,87,0,0,0,0,0,0
"ASV_25144",2,0,0,3,0,5,0,0,0,0,0,0,1,2,0,0
"ASV_25148",17,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"ASV_25149",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_25153",0,193,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ASV_25157",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_25158",0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0
"ASV_25163",8,10,10,0,0,0,21,11,2,0,0,0,0,0,7,2
"ASV_25168",3,0,23,0,0,0,0,17,0,0,0,19,0,0,3,0
"ASV_25169",0,4,10,0,5,0,56,4,6,0,0,0,0,0,8,0
"ASV_25172",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_25175",16,4,2,2,0,0,2,8,0,0,0,0,0,3,3,2
"ASV_25180",4,2,11,3,0,4,8,14,1,0,1,9,0,1,27,4
"ASV_25181",183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25183",0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0
"ASV_25185",2,4,9,0,0,0,31,7,0,0,0,0,0,4,3,0
"ASV_25188",2,7,1,0,3,0,23,7,0,0,0,3,0,0,6,5
"ASV_25189",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25192",2,108,2,0,0,0,0,0,1,0,4,0,0,0,0,9
"ASV_25193",0,1,0,2,0,12,0,0,0,0,0,0,6,0,0,0
"ASV_25198",0,4,0,1,0,0,0,0,13,24,0,0,0,0,0,0
"ASV_25202",0,86,0,0,0,0,0,0,92,0,0,0,0,0,0,0
"ASV_25204",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_25212",0,0,0,0,0,0,66,28,2,0,0,0,0,0,8,2
"ASV_25220",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_25223",1,0,6,0,0,0,0,0,0,0,8,0,0,2,8,6
"ASV_25224",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_25228",0,1,0,0,0,0,0,0,170,0,0,0,0,0,0,0
"ASV_25232",0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
"ASV_25233",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_25234",10,0,4,14,0,8,17,0,0,0,2,0,1,1,0,15
"ASV_25235",0,7,0,0,21,0,0,0,1,1,0,0,0,0,0,0
"ASV_25237",0,1,0,15,0,13,0,0,0,0,20,0,5,4,0,0
"ASV_25238",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_25245",0,4,7,0,0,0,0,16,0,0,0,0,4,0,1,0
"ASV_25246",0,3,0,0,0,1,1,2,0,0,0,0,0,0,1,0
"ASV_25247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_25248",0,115,0,0,0,0,0,10,9,11,0,0,0,0,0,0
"ASV_25252",0,2,4,0,0,0,7,5,0,0,0,0,0,0,6,0
"ASV_25260",0,138,1,0,0,0,0,0,15,0,0,0,0,0,0,0
"ASV_25261",1,0,23,5,1,0,19,0,0,0,1,0,0,2,0,7
"ASV_25263",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25265",0,10,4,2,0,3,12,2,1,0,0,16,3,1,31,2
"ASV_25266",12,0,3,11,0,5,0,0,0,0,2,0,0,0,1,4
"ASV_25270",0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"ASV_25271",28,0,9,16,2,1,0,4,0,0,0,0,0,0,1,0
"ASV_25272",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_25273",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_25276",0,0,0,0,0,0,4,0,153,0,0,0,0,0,0,0
"ASV_25277",0,0,0,0,0,0,13,0,6,0,3,0,0,0,0,0
"ASV_25278",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25279",0,2,1,1,2,0,24,8,1,0,0,0,0,0,0,13
"ASV_25280",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_25283",0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25289",2,0,0,3,0,3,0,0,0,0,13,0,2,6,0,0
"ASV_25291",0,0,1,0,0,3,5,3,5,0,1,0,7,4,31,0
"ASV_25296",0,135,0,0,0,0,0,1,4,5,0,0,0,0,0,0
"ASV_25297",0,110,0,0,0,0,0,0,22,0,0,0,0,0,0,0
"ASV_25298",0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0
"ASV_25299",59,0,7,5,0,9,0,0,0,0,0,0,1,2,0,1
"ASV_25300",6,11,0,0,0,0,0,0,54,60,0,0,0,0,0,0
"ASV_25301",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25303",0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,51
"ASV_25307",0,121,0,0,0,0,1,0,19,0,0,1,0,0,0,0
"ASV_25310",0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0
"ASV_25311",4,0,1,0,1,7,3,0,0,3,2,0,0,1,1,0
"ASV_25312",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25313",128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25319",0,0,0,0,0,0,0,0,142,3,0,0,0,0,0,0
"ASV_25322",13,0,5,8,1,0,2,2,0,0,2,0,0,1,0,5
"ASV_25323",88,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0
"ASV_25331",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25342",0,0,10,5,0,0,2,6,0,0,0,0,0,0,8,13
"ASV_25343",0,0,0,0,0,0,8,0,0,0,0,0,0,0,26,9
"ASV_25344",0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0
"ASV_25347",7,1,3,4,0,3,0,1,0,0,1,0,0,1,1,3
"ASV_25354",89,0,0,8,12,0,0,1,0,0,0,0,0,0,1,11
"ASV_25365",0,99,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"ASV_25369",0,0,1,0,7,2,1,5,1,0,2,2,0,0,0,2
"ASV_25370",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25375",0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0
"ASV_25376",19,0,0,16,0,0,0,0,0,0,6,0,5,9,0,0
"ASV_25377",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_25381",0,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25382",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"ASV_25386",0,47,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"ASV_25397",38,0,0,11,0,4,0,0,0,0,0,0,3,4,0,0
"ASV_25401",2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"ASV_25402",0,0,1,0,0,0,0,0,113,2,0,0,0,0,0,3
"ASV_25405",0,1,0,0,0,3,3,4,0,0,0,0,0,0,10,8
"ASV_25410",0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0
"ASV_25411",0,0,0,0,0,2,0,0,0,0,1,0,2,0,1,0
"ASV_25414",0,0,0,13,0,37,0,0,0,0,0,0,1,0,0,0
"ASV_25420",0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0
"ASV_25426",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25427",0,0,0,3,0,1,0,0,1,0,8,0,3,24,0,0
"ASV_25441",0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25442",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25447",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_25450",0,0,1,0,0,1,3,0,0,0,0,0,0,0,3,0
